id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
918586022096296699,Pet-Friendly 2Bd/2Ba Oasis—4 Mins to Lake Zurich,26239938,Tobias,Kreis 8,Mühlebach,47.35658,8.55784,Entire home/apt,499,1,32,2025-03-20,1.59,1,275,22,
919687481995644072,Casa de Zürich (City),394925715,David,Kreis 9,Altstetten,47.3855704,8.4928458,Private room,180,1,4,2023-07-10,0.19,1,90,0,
919723930900367312,Zimmer in 3 Zimmer Wohnung,343231997,Sovienee,Kreis 2,Wollishofen,47.332918359114906,8.530489150051555,Private room,72,1,0,,,1,147,0,
919979992633903069,"Blueground | Wiedikon, w/d & storage room, nr tram",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.3694273,8.516073,Entire home/apt,179,30,2,2024-06-23,0.10,168,266,1,
920105649817396195,"Fantastic 2 BD flat: quite, sunny, central (Duke1)",23561865,Dimi,Kreis 7,Fluntern,47.3794812,8.5569459,Entire home/apt,208,2,39,2024-11-02,1.84,122,23,14,
920898619644484912,Zimmer mitten im K4,16848519,Leonor,Kreis 4,Langstrasse,47.37594,8.52921,Private room,59,1,31,2025-03-23,1.53,1,222,27,
921019292686739301,Heart of Zurich: Prime Location Apartment,1229459,Swissstay,Kreis 8,Weinegg,47.36124,8.56048,Entire home/apt,84,2,22,2025-03-02,1.07,74,200,16,
921084220429937150,"72 sqm , 2 bedroom 1 living room",34541936,Strahinja,Kreis 4,Hard,47.37951,8.51459,Entire home/apt,222,1,70,2025-02-07,3.32,11,19,45,
922114851778345926,Όμορφο ήσυχο στούντιο διαμέρισμα με κήπο!,505061660,Konstantinos,Kreis 11,Oerlikon,47.40681116474043,8.556550182402134,Entire home/apt,,200,1,2023-09-17,0.05,1,179,0,
922186719343225442,Studio apartment,402866222,Joseph,Kreis 4,Langstrasse,47.37441,8.53076,Entire home/apt,108,1,125,2024-12-05,5.91,1,6,66,
922209694349397369,"Big studio city center, quite (Marble 5)",23561865,Dimi,Kreis 7,Hirslanden,47.3601469,8.5668119,Entire home/apt,105,2,10,2025-03-10,0.97,122,41,10,
922242417175016272,Zimmer in 5er WG an der Limmat,84249087,Ines,Kreis 10,Höngg,47.40544,8.47854,Private room,68,21,0,,,1,88,0,
922508907322236967,Three level attic flat,4557490,Sveta,Kreis 4,Werd,47.37116,8.5282,Entire home/apt,200,30,0,,,1,83,0,
922558773455165996,"Central, bright flat at Hardbrucke, Zurich",9398217,Olga,Kreis 5,Escher Wyss,47.38792,8.51483,Entire home/apt,,20,2,2024-07-09,0.18,1,0,2,
923299937789589999,"Modern, central w. private bath",9733691,Cristina,Kreis 4,Langstrasse,47.37891073305514,8.531719632446766,Private room,,6,1,2024-07-31,0.13,1,0,1,
923790290997643212,Superb CityCentre apartment by lake,380001603,Angela,Kreis 8,Mühlebach,47.36223,8.5526,Private room,101,1,24,2024-11-14,1.14,1,119,19,
924295993691767653,Neubauwohnung im ruhigen Kreis 2,522317796,Liana,Kreis 2,Enge,47.3527534,8.5274179,Entire home/apt,,7,5,2024-07-12,0.25,1,0,3,
924313237314090102,Central & super comfortable,10205416,Karina,Kreis 6,Oberstrass,47.38212,8.54923,Private room,,20,5,2024-07-23,0.27,1,0,2,
925190454331982549,Your Airbnb Room in Zürich,6064164,Mark,Kreis 7,Hottingen,47.36555416952011,8.560222797095776,Private room,144,2,18,2025-03-10,0.86,2,9,6,
925369942049702239,cozy & quiet 2 bedroom flat in city-center,227434797,Thomas,Kreis 4,Langstrasse,47.37707,8.52465,Entire home/apt,317,2,15,2025-01-01,0.75,2,4,9,
925759985991256258,Bright Cozy Apartment in Zürich,133546595,Silvia,Kreis 12,Hirzenbach,47.40127,8.5915,Entire home/apt,,2,3,2023-12-31,0.16,1,0,0,
925814836243591119,Historic city oasis with large garden,14392116,Muriel,Kreis 11,Oerlikon,47.40428,8.54605,Entire home/apt,184,2,38,2025-03-22,1.94,1,88,27,
926530118895050180,Cozy apartment in Enge,14238589,Patricia,Kreis 2,Enge,47.35819,8.52437,Private room,167,3,0,,,1,177,0,
926582684685406879,Zentrale Wohnung in Oerlikon,523213167,Jaqueline,Kreis 11,Oerlikon,47.4086304,8.5431008,Entire home/apt,95,3,66,2025-01-24,3.27,1,2,31,
926633762770079091,Zurich Chic: Cozy Posh Pad,1229459,Swissstay,Kreis 8,Weinegg,47.36124,8.56048,Entire home/apt,,2,13,2025-03-20,0.68,74,203,8,
926636192228338634,Wohnung in Zürich (Kreis 9),468744416,Laura,Kreis 9,Altstetten,47.3896465,8.477922,Entire home/apt,113,3,15,2025-01-02,0.83,1,71,11,
926894212969592164,Room in Zurich.,291734039,Turan Etem,Kreis 9,Albisrieden,47.37958,8.49449,Private room,61,1,91,2025-03-20,4.36,1,64,59,
927094881257317705,Apt 5A: Downtown 2-BR Loft Apartment,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,225,1,122,2025-03-16,5.85,17,190,77,
927099274455108509,Apt 1B - In the heart of Zurich - Chic 2-BR Apt,15038541,Cher.,Kreis 4,Werd,47.3739935,8.5215063,Entire home/apt,215,1,120,2025-03-16,5.75,17,301,72,
927146459658203270,Cute central home,250969346,Erik,Kreis 3,Alt-Wiedikon,47.36711,8.51109,Entire home/apt,90,4,12,2025-02-09,0.59,1,59,8,
927229037901012266,Am Oeschbrig 12,476193294,Chi,Kreis 7,Witikon,47.35711,8.60107,Private room,300,1,0,,,1,89,0,
927348972041408988,Park 'n' Stay Apartments in Zurich,1229459,Swissstay,Kreis 8,Weinegg,47.36056,8.5602,Entire home/apt,119,2,38,2025-03-21,1.89,74,151,16,
927404410416837780,"Blueground | Oerlikon, storage & w/d, nr market",434204093,Blueground,Kreis 11,Seebach,47.41578,8.55538,Entire home/apt,256,30,1,2024-08-17,0.14,168,0,1,
928343155399880578,City Home Zurich,394644638,Marco,Kreis 11,Oerlikon,47.4063606,8.5511227,Entire home/apt,100,1,31,2024-10-29,1.51,4,24,2,
928811439229517808,Modern rooftop apartment with Alps view,15755662,Katarzyna,Kreis 10,Wipkingen,47.39408,8.52446,Entire home/apt,260,3,11,2024-11-12,0.58,1,77,7,
929157948055650565,"Lovely room, 15 min from center, mountain view",7383454,Geoffray,Kreis 10,Höngg,47.40448,8.50024,Private room,102,1,7,2024-09-30,0.36,2,289,4,
929395123816126361,Cozy Studio Apartment 11 in Center of Zurich,376125413,Wunderstay,Kreis 1,Rathaus,47.37479,8.54431,Entire home/apt,119,1,79,2025-03-09,4.22,2,133,55,
929430258063594554,Cozy Studio Apartment 12 in Center of Zurich,376125413,Wunderstay,Kreis 1,Rathaus,47.37438244391804,8.543723420098877,Entire home/apt,134,1,23,2025-03-09,1.16,2,142,12,
929488147325173544,"Blueground | Leimbach, storage & w/d nr market",434204093,Blueground,Kreis 2,Leimbach,47.3258301,8.5183702,Entire home/apt,143,30,0,,,168,323,0,
929489135547185647,Private Designer Apartment,6064164,Mark,Kreis 7,Hottingen,47.3653875,8.560436,Entire home/apt,330,2,33,2024-12-25,1.63,2,87,19,
930252136257555771,Studio,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38736,8.55452,Entire home/apt,,1,0,,,3,342,0,
930253262633571352,Grand Studio,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38778,8.554,Entire home/apt,,1,0,,,3,336,0,
930254063780356112,Spa Suite,523645217,Sorell Hotel,Kreis 6,Oberstrass,47.38847,8.55427,Entire home/apt,,1,0,,,3,340,0,
930310946124713755,Spacious and basic 4.5 flat Gib 51 23,123896618,Sharedlock,Kreis 10,Höngg,47.41144,8.48193,Entire home/apt,170,30,0,,,19,331,0,
930425975482624633,Central Apartment with balcony,1229459,Swissstay,Kreis 8,Weinegg,47.36124,8.56048,Entire home/apt,70,2,6,2025-01-18,0.32,74,199,2,
931016599689763225,"Stylische, helle Wohnung zentral",25157573,Andrea,Kreis 10,Wipkingen,47.39524,8.52156,Entire home/apt,116,3,4,2024-08-11,0.35,1,8,4,
931754496616036461,Appartamento a Zurigo,144847137,Gabriele,Kreis 6,Oberstrass,47.3838903,8.550337899999999,Entire home/apt,90,2,2,2024-03-30,0.10,1,219,1,
932252992023662808,Citycentre apartment with private rooftop terrace!,89478686,Kelly And Maarten,Kreis 6,Unterstrass,47.3885434,8.5393527,Entire home/apt,,13,3,2024-08-12,0.19,1,0,1,
932581826086859761,Luxury Home at lake & in the heart of Zurich-City,90565288,Chris,Kreis 2,Enge,47.36533,8.53523,Entire home/apt,483,5,1,2024-09-06,0.15,2,64,1,
932988738885937859,2 BR - Kingsize Bett - Garten - Parken - Küche,394944268,Robin,Kreis 2,Wollishofen,47.3468343,8.5262997,Entire home/apt,188,1,69,2025-03-19,3.51,2,194,45,
932992387327361528,Lovely Flat _ Zurich Old Town,143371319,Riccardo,Kreis 1,Rathaus,47.37156553211038,8.545915223658085,Entire home/apt,99,1,8,2025-02-24,0.39,1,174,6,
933228372287048208,"2 Room Large Downtown Flat, Zurich City Center J",420370006,Kamila,Kreis 3,Sihlfeld,47.37435,8.51891,Entire home/apt,,1,17,2023-10-17,0.83,91,0,0,
934064054528080186,Zurich City Center 3BDR  (lake 15 min + parking),541785,Jana,Kreis 7,Fluntern,47.37388,8.55773,Entire home/apt,,5,0,,,1,0,0,
937575075386386458,"Urban, modern, im Grünen",83233956,Ariana,Kreis 6,Unterstrass,47.40085259307705,8.532059267163277,Entire home/apt,,2,26,2024-02-28,1.30,1,0,0,
938038789353689904,Helles Zimmer mit eigenem Balkon,53339348,Colette,Kreis 3,Friesenberg,47.35349,8.51208,Private room,75,3,3,2023-09-10,0.15,1,89,0,
938068589364582436,Cozy and best location in town!,40984518,Sergio,Kreis 11,Oerlikon,47.41153,8.54457,Private room,180,1,24,2024-08-10,1.24,1,142,10,
938815084040238480,"Cosy, entire attic apartment, central Zurich",1684764,Stefano,Kreis 4,Hard,47.379,8.51159,Entire home/apt,,6,15,2025-03-02,0.77,1,5,9,
938840431076486177,Numa I Large Studio in the heart of Zürich,526637362,Silvina Soledad,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,166,1,9,2024-12-15,0.47,3,331,6,
939666088772222280,Art & Hills,263725682,Daniela,Kreis 10,Höngg,47.4020380955385,8.499769158661366,Private room,,150,76,2025-01-12,3.83,1,0,42,
939681218826028781,City center Flat in Zurich Downtown with Balcony B,420370006,Kamila,Kreis 4,Langstrasse,47.37491,8.52986,Entire home/apt,99,1,150,2025-03-09,7.46,91,334,89,
941938190211119624,"Zimmer inkl. Bad, zentral & modern",3796485,Isabelle,Kreis 12,Hirzenbach,47.40523,8.59117,Private room,84,2,11,2024-09-14,0.59,1,270,6,
941938404056199881,Loft Apartment Zurich Old Town,240244748,Mary,Kreis 1,Rathaus,47.37582,8.54325,Entire home/apt,127,3,23,2024-12-28,1.22,1,172,13,
942043391748309579,Cool Room in Altstetten,483169097,Monica,Kreis 9,Altstetten,47.39178,8.47519,Private room,72,10,7,2024-09-30,0.36,1,171,3,
942071066334101481,Wunderschöne Wohnung in Zürich,177486506,Yada,Kreis 10,Höngg,47.40164,8.49654,Entire home/apt,,7,3,2024-04-26,0.25,1,0,3,
942503910122362662,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Alt-Wiedikon,47.3606487,8.520587299999999,Entire home/apt,327,30,3,2024-04-10,0.18,168,0,1,
942505918341304650,"Blueground | Oerlikon, storage & w/d, nr market",434204093,Blueground,Kreis 11,Seebach,47.41578,8.55538,Entire home/apt,221,30,0,,,168,291,0,
942559068923119797,Urbane Wohnung im Seefeld in Zürich,6939966,Rebeka,Kreis 8,Weinegg,47.36115,8.55929,Entire home/apt,203,7,2,2024-05-28,0.18,2,104,2,
943498399656724170,Zurich Designer Apartment central & close to lake,424519678,Maurits,Kreis 2,Enge,47.3546555,8.526232700000001,Entire home/apt,,2,4,2024-07-14,0.21,1,0,2,
943911436085649226,Numa I M Studio w/ Balcony next to Bahnhofstrasse,526637362,Silvina Soledad,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,170,1,11,2025-02-08,0.60,3,314,7,
944560635273309055,Cozy Oerlikon/ZH Room,485198693,Ken,Kreis 12,Saatlen,47.40986,8.56804,Private room,,1,10,2024-08-14,0.50,1,0,3,
944841423325467645,Numa I Medium Studio in the heart of Zürich,526637362,Silvina Soledad,Kreis 4,Langstrasse,47.3804858,8.5257857,Entire home/apt,158,1,213,2025-03-19,11.31,3,331,158,
945531834722531602,Cozy flat in the city center,14365166,Fabian,Kreis 7,Fluntern,47.37255,8.55616,Entire home/apt,198,2,4,2024-07-11,0.20,1,269,1,
946438405463826389,Stylish Zurich loft near city center and airport,47473817,Maebelle Joy Gaitan,Kreis 11,Seebach,47.417834316752995,8.558950950255658,Entire home/apt,162,2,0,,,1,108,0,
947722797333998357,"Blueground | Wollishofen, storage & w/d, nr market",434204093,Blueground,Kreis 2,Wollishofen,47.34072339999999,8.5183228,Entire home/apt,216,30,1,2023-09-15,0.05,168,2,0,
947784704177106044,Charming 2-Room Flat in Old Town,42345389,Mikko,Kreis 1,Rathaus,47.37163099449479,8.545689766971764,Entire home/apt,136,2,19,2025-03-07,0.97,1,15,14,
948351538878146164,"Lovely Room, Central & Green",60024795,Tamara,Kreis 3,Alt-Wiedikon,47.3689,8.50667,Private room,113,1,1,2024-07-29,0.13,2,270,1,
949744118931073034,Flat for 2px in Wollishofen,34300806,Martín,Kreis 2,Wollishofen,47.3389591,8.5307415,Entire home/apt,,1,1,2023-09-03,0.05,1,0,0,
949908407493176827,Design 3BR Centrally Located,3528377,Marc,Kreis 4,Hard,47.38379,8.50858,Entire home/apt,254,1,34,2025-01-29,1.88,8,61,27,
949951544618597500,Executive 3BR Centrally Located,3528377,Marc,Kreis 4,Hard,47.38438,8.50917,Entire home/apt,237,2,52,2025-02-24,2.64,8,0,29,
950418440252207652,Modern studio,222402761,Laura,Kreis 4,Langstrasse,47.37573,8.53386,Entire home/apt,101,3,16,2024-10-12,0.81,1,63,7,
950434633264714802,Neues Studio mit Terrasse u. viel Privatsphäre,529796115,Thomas,Kreis 11,Oerlikon,47.4051891,8.5488198,Entire home/apt,140,2,87,2025-03-18,4.51,3,307,61,
950814691117092104,Charming room in a shared flat,34121505,Simon,Kreis 8,Seefeld,47.35487,8.55419,Private room,,1,3,2023-12-02,0.16,1,0,0,
951987963732341575,"Gemütliche Wohnung, sehr zentral",530213883,Alice,Kreis 7,Hottingen,47.3667443,8.5623196,Entire home/apt,128,4,32,2025-02-01,1.63,1,35,16,
952200432276378977,Cosy room in spacious appartment with garden,530284592,Chris,Kreis 12,Schwamendingen-Mitte,47.40502,8.57565,Private room,99,1,4,2023-09-17,0.20,1,89,0,
953704399405069596,4 room city apartment Zurich lake,50589115,Yuan,Kreis 2,Wollishofen,47.35119,8.53353,Entire home/apt,,1,7,2023-12-06,0.37,4,0,0,
954365190238047155,Stadt Zürich-gemütliches Studio 4404,19610180,Rossana,Kreis 3,Sihlfeld,47.37933,8.50588,Entire home/apt,89,1,49,2025-01-26,2.69,18,344,37,
954829028338762829,Executive 2BR Centrally Located,3528377,Marc,Kreis 4,Hard,47.38472,8.50873,Entire home/apt,,2,44,2024-12-26,2.27,8,0,25,
954962752126048610,"Charming Studio, Main Train Station Zurich HB LA1",420370006,Kamila,Kreis 5,Gewerbeschule,47.38385806989316,8.528928140037843,Entire home/apt,61,1,90,2025-03-16,4.58,91,174,37,
955912118776625536,Seesichtwohnung in Zurich,530030228,Ilham,Kreis 8,Weinegg,47.35047,8.56512,Entire home/apt,280,30,0,,,1,237,0,
957657984159361987,Beautiful flat near Idaplatz.,5861364,Aleksandra,Kreis 3,Sihlfeld,47.3725,8.50885,Entire home/apt,,6,5,2024-10-19,0.27,1,0,2,
957824903618429588,Cozy private room in artsy green apartment,1139609,Dan-George,Kreis 10,Wipkingen,47.38783,8.53562,Private room,86,1,0,,,1,69,0,
959225016736457620,RELOC Classic Grand Studio,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41458,8.54579,Entire home/apt,130,7,0,,,12,269,0,
959239097381194889,Modern Design Rooftop Apartment,9814331,Sara,Kreis 4,Langstrasse,47.37513,8.52892,Entire home/apt,189,3,31,2025-03-08,1.72,1,18,26,
959265688025696515,RELOC Cozy Studio,46465899,"RELOC Serviced Apartments, Zurich",Kreis 11,Seebach,47.41588,8.54449,Entire home/apt,196,7,0,,,12,78,0,
959323692029714532,Zimmer in Zürich Oerlikon,70707568,Madeleine,Kreis 11,Seebach,47.4147202,8.5424847,Private room,60,1,33,2025-02-02,1.72,1,194,20,
959412686105659157,Zimmer zum Hinterhofgarten,532224668,Severin Christian,Kreis 4,Werd,47.3738125,8.5259129,Private room,134,1,4,2024-09-29,0.21,1,87,1,
959868847871773494,Townhouse with garden and parking,3528377,Marc,Kreis 9,Altstetten,47.38084,8.49989,Entire home/apt,259,2,0,,,8,215,0,
960535241086478575,Nice room in Zurich Affoltern!,157238681,Guillermo,Kreis 11,Affoltern,47.4207529,8.5067734,Private room,99,1,3,2024-10-02,0.35,1,89,3,
960588291607199649,Zentrales Schlafzimmer,367765012,Nadia,Kreis 9,Altstetten,47.38624,8.49573,Private room,84,1,0,,,1,167,0,
960882104773669135,"Luxury 2 Bedrooms, Stunning View, 10 Min to Center",523534365,Earta,Kreis 2,Wollishofen,47.3394827,8.5177101,Entire home/apt,359,14,6,2024-09-20,0.70,1,51,6,
961533976447324358,Cozy quiet room in Penthouse,43111694,Susanna,Kreis 7,Witikon,47.35846,8.59982,Private room,56,58,1,2023-11-02,0.06,16,268,0,
962842085546555219,Lovely flat near the river,12943781,Katrin,Kreis 5,Escher Wyss,47.39012,8.52134,Entire home/apt,,3,3,2024-05-12,0.16,2,0,1,
963113252638375359,Entire Flat in Central Zurich,9482450,Lindsay,Kreis 3,Alt-Wiedikon,47.36927,8.51354,Entire home/apt,172,5,3,2025-01-04,0.16,2,25,1,
963862868453454381,Modern design in Zürich city,3986407,Oliver,Kreis 6,Oberstrass,47.37942,8.54959,Entire home/apt,,7,0,,,1,0,0,
965025426678599412,Beautiful central terraced attic,3955674,Nicole,Kreis 3,Sihlfeld,47.3727307,8.516182,Entire home/apt,132,7,1,2024-01-04,0.07,1,34,0,
965132414975083661,Locke Room with Balcony at Locke am Platz,533606589,Locke,Kreis 2,Enge,47.3638753,8.5324045,Entire home/apt,240,1,0,,,5,334,0,
965772161413387964,City Penthouse N°1,38669185,Amelie,Kreis 2,Enge,47.36518,8.53127,Private room,162,1,2,2023-11-08,0.11,4,56,0,
965777574152812653,Trendy 1 bedroom flat in the middle of town,1229459,Swissstay,Kreis 1,Rathaus,47.37092,8.54422,Entire home/apt,98,2,62,2025-03-15,3.41,74,280,43,
965794941111908198,Locke Studio at Locke am Platz,533606589,Locke,Kreis 2,Enge,47.3638753,8.5324045,Entire home/apt,243,1,1,2024-04-26,0.09,5,358,1,
965832114596870590,Locke Suite with Balcony at Locke am Platz,533606589,Locke,Kreis 2,Enge,47.3638753,8.5324045,Entire home/apt,297,1,0,,,5,350,0,
965873553938384244,New: Seefeld Apartment by the lake,116378560,Eloïse,Kreis 8,Seefeld,47.36098,8.55091,Entire home/apt,300,3,1,2024-12-30,0.36,1,32,1,
966374660589024718,2BR Central Flat + Balcony,3528377,Marc,Kreis 4,Hard,47.38511,8.50701,Entire home/apt,191,1,55,2025-03-09,2.90,8,139,33,
967300257433800192,Da Narcisa,187158225,Narcisa,Kreis 9,Altstetten,47.3849207,8.4971809,Private room,74,2,105,2025-03-22,5.70,1,141,67,
967336471861433651,"Zentral: 3P, minimalistisch",25454166,Stefan,Kreis 4,Hard,47.38051,8.50803,Entire home/apt,,2,1,2023-09-22,0.05,1,0,0,
968602908824777357,Rooftop Studio with Terrace at Locke am Platz,533606589,Locke,Kreis 2,Enge,47.3638753,8.5324045,Entire home/apt,359,1,1,2024-09-28,0.17,5,360,1,
968692154385492406,Interconnecting Studio at Locke am Platz,533606589,Locke,Kreis 2,Enge,47.3638753,8.5324045,Entire home/apt,513,1,0,,,5,247,0,
968779970086000401,Beautiful & cozy apartment in the center,31899549,Cindy,Kreis 8,Seefeld,47.35461,8.55515,Entire home/apt,100,7,0,,,1,246,0,
970706346582006969,City Penthouse N°2,38669185,Amelie,Kreis 2,Enge,47.36538,8.52906,Private room,145,1,1,2023-09-14,0.05,4,56,0,
970719759680234618,City Penthouse N°3,38669185,Amelie,Kreis 2,Enge,47.36698,8.53091,Private room,134,1,4,2023-11-05,0.21,4,146,0,
970725830571687661,City Penthouse (entire),38669185,Amelie,Kreis 2,Enge,47.36712,8.53038,Entire home/apt,394,1,95,2025-02-26,5.86,4,129,78,
970822071451237681,Gesamte Wohnung in Zürich,4938402,Sarah,Kreis 2,Wollishofen,47.3405247,8.5186077,Entire home/apt,90,3,1,2024-01-01,0.07,1,10,0,
970914111501499095,"Blueground | Wiedikon, storage & w/d, nr transport",434204093,Blueground,Kreis 3,Friesenberg,47.36207,8.50419,Entire home/apt,,30,1,2024-01-03,0.07,168,0,0,
971044998969142150,Unique apartment in the heart of Zurich,478625225,Alan,Kreis 5,Gewerbeschule,47.38261,8.52876,Entire home/apt,189,3,1,2024-07-09,0.12,1,180,1,
971439457301333572,Central apartment near the lake,409043328,Maxim,Kreis 2,Wollishofen,47.34585,8.53324,Entire home/apt,,2,5,2024-09-03,0.34,1,0,4,
971594002365326792,Central Appartment Zurich,535127783,Youssef,Kreis 4,Langstrasse,47.37684,8.52668,Entire home/apt,100,2,12,2025-01-02,0.65,1,139,8,
971798616964147854,Cosy 1 bedroom flat with balcony in Zurich center,4240366,Stéphane,Kreis 4,Langstrasse,47.3762872,8.523777899999999,Entire home/apt,64,2,0,,,1,3,0,
972138808238792311,"Zürich, Charmante Wohnung mit Balkon in Flussnähe",25305437,Nicholas,Kreis 10,Wipkingen,47.3949696,8.518276799999999,Entire home/apt,126,3,1,2024-07-20,0.12,1,89,1,
972479583941478620,Wohnung in Wipkingen,13693412,Martin,Kreis 10,Wipkingen,47.3963542,8.5214555,Entire home/apt,,6,1,2024-11-07,0.22,1,0,1,
972568380508100164,Modern 2 Room flat with balcony in Zurich Center A,420370006,Kamila,Kreis 4,Langstrasse,47.37651,8.52259,Entire home/apt,109,1,38,2025-02-12,2.04,91,13,25,
973345225480743807,Central position heart of Zürich,513811547,Franco,Kreis 7,Fluntern,47.37788,8.5587,Entire home/apt,72,20,10,2025-01-17,0.55,1,202,4,
973696443380646164,"Blueground | Seefeld, office, nr lake",434204093,Blueground,Kreis 8,Seefeld,47.3553627,8.555890699999999,Entire home/apt,205,30,0,,,168,59,0,
973796129595386560,"2BR, 2 bathr. 100m2 Design Dream - 9 min to centre",36178783,Alex,Kreis 9,Albisrieden,47.36572,8.49316,Entire home/apt,153,3,19,2025-03-16,1.47,1,339,18,
973822277845094114,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,162,30,0,,,168,266,0,
973822654428808574,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,275,30,2,2023-11-25,0.12,168,12,0,
973824793228228642,"Blueground | Wiedikon, storage & w/d, nr transport",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,161,30,0,,,168,225,0,
973825111816271646,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,227,30,1,2024-02-03,0.07,168,279,0,
973825477658390268,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,140,30,0,,,168,0,0,
973825794281120821,"Blueground | Wiedikon, storage & w/d, nr transport",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.5041891,Entire home/apt,,30,2,2024-08-30,0.17,168,0,2,
973826160401831401,"Blueground | Wiedikon, storage & w/d, nr transport",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,196,30,0,,,168,90,0,
973952942443016521,"Stilvoll, gut angebunden, privat (1 Zi., 1 P)",27726526,Tina,Kreis 11,Oerlikon,47.40628,8.55726,Private room,68,1,20,2025-03-08,1.08,1,247,18,
974095777324733833,Apartment - Streetparade around the corner,410884282,Lara,Kreis 7,Hirslanden,47.36269,8.56214,Entire home/apt,220,2,0,,,1,269,0,
974598935275418456,Terrasse über Zürich,47268422,Jonathan,Kreis 4,Langstrasse,47.37811045157288,8.527926486790793,Private room,,2,0,,,1,0,0,
974715669040646715,Lake view balcony Apartment,50589115,Yuan,Kreis 2,Enge,47.35278,8.53351,Entire home/apt,,1,4,2023-09-26,0.21,4,0,0,
975242261185836482,"Zurich Apartment, Near City Center",1229459,Swissstay,Kreis 8,Weinegg,47.36124,8.56048,Entire home/apt,80,1,9,2025-01-25,0.52,74,196,8,
976199247820636323,"Cozy w/balcony, 2.5 apt, in vibrant district",536186531,Martina,Kreis 4,Langstrasse,47.37565,8.52326,Entire home/apt,144,3,4,2025-01-10,0.22,1,5,2,
976708124121149704,Altbau WG mit eigenem Wohnzimmer,213698794,Alexa,Kreis 1,Rathaus,47.37259,8.54486,Private room,136,3,0,,,1,89,0,
977471916472716735,1 bedroom apartment,407597414,Doreen,Kreis 4,Langstrasse,47.3754743,8.5289319,Entire home/apt,118,1,8,2024-12-29,0.44,1,3,6,
978711735980247630,Die wilde Hilda,34808202,Kathrin & Alex,Kreis 4,Hard,47.37635933792568,8.51598469629517,Entire home/apt,90,2,61,2025-03-20,3.42,2,14,37,
978933502539684194,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,194,30,1,2023-12-20,0.07,168,162,0,
978933830747853849,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.36207,8.50419,Entire home/apt,226,30,0,,,168,354,0,
978934193816991598,"Blueground | Wiedikon, storage & w/d, nr market",434204093,Blueground,Kreis 3,Friesenberg,47.3620715,8.504189100000001,Entire home/apt,196,30,0,,,168,296,0,
979740865182950198,Bijou at Lake Zurich,357819525,Andrea,Kreis 8,Mühlebach,47.3567627,8.5557043,Entire home/apt,144,14,0,,,2,87,0,
979812162034353530,Easy-going central Apartment in Zurich,1229459,Swissstay,Kreis 8,Weinegg,47.36056,8.5602,Entire home/apt,108,2,42,2025-03-21,2.36,74,170,34,
980245591651988920,Zurich Downtown Luxury Apartment,537034215,Jörg,Kreis 1,Lindenhof,47.3729366,8.5397999,Entire home/apt,338,3,31,2025-01-26,1.79,1,329,22,
980400017124219470,Nice apartement with terrace,91495562,Antoine,Kreis 7,Hottingen,47.36849,8.56511,Entire home/apt,158,3,0,,,1,268,0,
980402165513408092,Zeitreise,429265133,Jordane,Kreis 8,Weinegg,47.36369,8.55465,Entire home/apt,207,2,12,2025-01-02,1.41,1,209,12,
980991695704452564,Apartment in the Heart of Oerlikon,1229459,Swissstay,Kreis 11,Seebach,47.41654,8.54688,Entire home/apt,94,2,13,2025-03-10,0.75,74,161,8,
981628303230540122,Nice quiet doubleroom,43111694,Susanna,Kreis 7,Witikon,47.35716,8.60037,Private room,62,14,4,2024-11-28,0.34,16,231,4,
981936319999212356,Central City Apartment 3 minutes from Lake Zurich,517323603,Annina,Kreis 2,Enge,47.36351,8.53281,Entire home/apt,,4,1,2024-08-08,0.13,1,0,1,
